title,authors,affiliations,citedby,publisher,Year
Blockchain-based privacy and security model for transactional data in large private networks,Yakubu B.M.,Chulalongkorn University (Thailand),1,Nature Research,2023
Self-healing synthetic rubber composites: review of recent progress and future directions towards sustainability,Low D.Y.S.,Monash University Malaysia (Malaysia),5,Elsevier Ltd,2023
The impact of strontium composition on thallium-doped cesium iodide scintillators,Chevajarassakul W.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2023
Association of osteoporosis and sarcopenia with fracture risk in transfusion-dependent thalassemia,Thavonlun S.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",5,Nature Research,2023
How do we translate gaps and unmet needs of blood management for thalassemia into a collaborative implementation framework?,Limwongse C.,Thalassemia Foundation of Thailand (Thailand),1,John Wiley and Sons Inc,2023
Climbing the economic ladder: Earnings inequality and intragenerational mobility among Thai formal workers,Muthitacharoen A.,Chulalongkorn University (Thailand),1,Elsevier B.V.,2023
The impact of non-synonymous mutations on miRNA binding sites within the SARS-CoV-2 NSP3 and NSP4 genes,Rad S.M.A.H.,"University of Otago (New Zealand); Faculty of Medicine, Chulalongkorn University (Thailand)",7,Nature Research,2023
"Effect of vitamin D supplementation on circulating level of autophagosome protein LC3A, inflammation, and physical performance in knee osteoarthritis",Saengsiwaritt W.,Mahidol University (Thailand),1,John Wiley and Sons Inc,2023
Artificial intelligence in the prediction of venous thromboembolism: A systematic review and pooled analysis,Chiasakul T.,King Chulalongkorn Memorial Hospital (Thailand); Harvard Medical School (United States),7,John Wiley and Sons Inc,2023
ENSO may have contributed to sea level changes in the Gulf of Thailand during the Late-Holocene,Jirapinyakul A.,Chulalongkorn University (Thailand),0,SAGE Publications Ltd,2023
Predicting molecular mechanism of silymarin-potentiated diclofenac toxicity: Insight from in silico molecular docking,Boonyong C.,Rangsit University (Thailand),0,Elsevier Inc.,2023
Phase transformations and vibrational properties of hybrid organic–inorganic perovskite MAPbI<inf>3</inf> bulk at high pressure,Ardimas ,Chulalongkorn University (Thailand),9,Nature Research,2023
Development of poly(methyl methacrylate)/poly(lactic acid) blend as sustainable biomaterial for dental applications,Charasseangpaisarn T.,Chulalongkorn University (Thailand); Rangsit University (Thailand),4,Nature Research,2023
Peritoneal dialysis-associated peritonitis from pauci-septated mold: Life-threatening but curable,Thammathiwat T.,Naresuan University (Thailand),2,Elsevier B.V.,2023
Deep Learning Approach for Age-related Macular Degeneration Detection Using Retinal Images: Efficacy Evaluation of Different Deep Learning Models,Le N.T.,Chulalongkorn University (Thailand),2,Elsevier B.V.,2023
Lactobacillus paracasei HII01 enhances lifespan and promotes neuroprotection in Caenorhabditis elegans,Kumaree K.K.,Chulalongkorn University (Thailand),7,Nature Research,2023
Gender differences in estimated excess mortality during the COVID-19 pandemic in Thailand,Pothisiri W.,Chulalongkorn University (Thailand),3,BioMed Central Ltd,2023
Effectiveness of high-intensity laser application combined with splinting and therapeutic exercise in subacute de Quervain’s tenosynovitis: A pilot study,Chongkriengkrai T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,Springer Science and Business Media Deutschland GmbH,2023
A novel sensitive hexaplex high-resolution melt assay for identification of five human Plasmodium species plus internal control,Srisutham S.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2023
"Municipal emission pathways and economic performance toward net-zero emissions: A case study of Nakhon Ratchasima municipality, Thailand",Phupadtong A.,Chulalongkorn University (Thailand),4,Academic Press,2023
"Zoonotic simian malaria parasites in free-ranging Macaca fascicularis macaques and human malaria patients in Thailand, with a note on genetic characterization of recent isolates",Narapakdeesakul D.,Chulalongkorn University (Thailand),6,Elsevier B.V.,2023
Management of classical Philadelphia chromosome-negative myeloproliferative neoplasms in Asia: consensus of the Asian Myeloid Working Group,Gill H.,The University of Hong Kong Li Ka Shing Faculty of Medicine (Hong Kong); Queen Mary Hospital Hong Kong (Hong Kong),0,Springer Science and Business Media Deutschland GmbH,2023
Thermoelastic analysis of a bi-layered system with the single domain inclusion-based boundary element method,Wu C.,Key Laboratory of Mechanics in Energy Engineering (China),3,Elsevier Ltd,2023
Estimating the effect of climate change exposure on firm value using climate policy uncertainty: A text-based approach,Ongsakul V.,National Institute of Development Administration (Thailand),6,Elsevier B.V.,2023
Number of vaginal lactobacilli in postmenopausal women with vaginal atrophy before and after treatment with erbium–YAG laser: a randomized sham-controlled trial,Panyawongudom N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2023
Study on the dielectrophoretic characteristics of malaria-infected red blood cells,Panklang N.,Rajamangala University of Technology Thanyaburi (RMUTT) (Thailand),2,John Wiley and Sons Inc,2023
PSEUDOMONOTONE VARIATIONAL INEQUALITY IN ACTION: CASE OF THE FRENCH DAIRY INDUSTRIAL NETWORK DYNAMICS,Dragicevic A.Z.,INRAE (France); Chulalongkorn University (Thailand); AgroParisTech (France); Centre Interuniversitaire de Recherche en Analyse des Organisations (Canada),2,American Institute of Mathematical Sciences,2023
Metal loading on CaO/Al<inf>2</inf>O<inf>3</inf> pellet catalyst as a booster for transesterification in biodiesel production,Chanthon N.,Chulalongkorn University (Thailand),13,Elsevier Ltd,2023
Vitamin D3 regulates PM-driven primary human neutrophil inflammatory responses,Kewcharoenwong C.,Khon Kaen University (Thailand); Chiang Mai University (Thailand),0,Nature Research,2023
"Author Correction: Elucidating the NB-UVB mechanism by comparing transcriptome alteration on the edge and center of psoriatic plaques (Scientific Reports, (2023), 13, 1, (4384), 10.1038/s41598-023-31610-y)",Boonpethkaew S.,Thammasat University (Thailand),0,Nature Research,2023
Comparing pentafecta outcomes between nerve sparing and non nerve sparing robot-assisted radical prostatectomy in a propensity score-matched study,Bejrananda T.,"Faculty of Medicine, Prince of Songkla University (Thailand)",2,Nature Research,2023
Clinical characteristics and drug susceptibility profiles of Mycobacterium abscessus complex infection at a medical school in Thailand,Sukmongkolchai S.,Chulalongkorn University (Thailand),1,BioMed Central Ltd,2023
Utility of standing office blood pressure in detecting hypertension in healthy adults,Giacona J.M.,UT Southwestern Medical Center (United States); UT Southwestern Medical School (United States),1,Nature Research,2023
"Seroprevalence of SARS-CoV-2 anti-nucleocapsid total Ig, anti-RBD IgG antibodies, and infection in Thailand: a cross-sectional survey from October 2022 to January 2023",Chansaenroj J.,"Faculty of Medicine, Chulalongkorn University (Thailand)",7,Nature Research,2023
"Corrigendum to “Microplastics in construction and built environment” [Dev. Built Environ. 15 (2023) 100188] (Developments in the Built Environment (2023) 15, (S2666165923000704), (10.1016/j.dibe.2023.100188))",Prasittisopin L.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2023
Activated carbon from bacterial cellulose by potassium hydroxide activation as an effective adsorbent for removal of ammonium ion from aqueous solution,Khamkeaw A.,King Mongkut's University of Technology North Bangkok (Thailand); Chulalongkorn University (Thailand),2,Elsevier Ltd,2023
Assessment of safety and intranasal neutralizing antibodies of HPMC-based human anti-SARS-CoV-2 IgG1 nasal spray in healthy volunteers,Imsuwansri T.,Thailand Ministry of Public Health (Thailand),4,Nature Research,2023
Associations between residential greenness and air pollution and the incident metabolic syndrome in a Thai worker cohort,Paoin K.,Chulalongkorn University (Thailand),1,Springer Science and Business Media Deutschland GmbH,2023
Computational redesign of Beta-27 Fab with substantially better predicted binding affinity to the SARS-CoV-2 Omicron variant than human ACE2 receptor,Treewattanawong W.,Chulalongkorn University (Thailand),0,Nature Research,2023
The role of a low protein diet supplemented with ketoanalogues on kidney progression in pre-dialysis chronic kidney disease patients,Ariyanopparut S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",3,Nature Research,2023
Mechanical properties and curing kinetics of bio-based benzoxazine–epoxy copolymer for dental fiber post,Mora P.,Srinakharinwirot University (Thailand),3,Springer,2023
Extracting local disaster knowledge through gamification in a flood management model community in Thailand,Toyoda Y.,Ritsumeikan University Osaka Ibaraki Campus (Japan); Chulalongkorn University (Thailand),4,Elsevier Ltd,2023
Surveillance of drug resistance molecular markers in Plasmodium vivax before and after introduction of dihydroartemisinin and piperaquine in Thailand: 2009–2019,Suphakhonchuwong N.,Thammasat University (Thailand),1,Springer Science and Business Media Deutschland GmbH,2023
Enhancing protein trapping efficiency of graphene oxide-polybutylene succinate nanofiber membrane via molecular imprinting,Sathirapongsasuti N.,"Faculty of Medicine Ramathibodi Hospital, Mahidol University (Thailand)",3,Nature Research,2023
Prevalence of unmet health care need in older adults in 83 countries: measuring progressing towards universal health coverage in the context of global population ageing,Kowal P.,The Australian National University (Australia); International Health Transitions (Australia),2,BioMed Central Ltd,2023
Conversion of fructose to 5-hydroxymethylfurfural using solution plasma process,Klanarong N.,Chulalongkorn University (Thailand),3,Elsevier Ltd,2023
Peritoneal Dialysis–Related Drain Pain and Patient and Treatment Characteristics: Findings From the Peritoneal Dialysis Outcomes and Practice Patterns Study (PDOPPS),Aga Z.,"St. Michael's Hospital, Toronto (Canada)",3,W.B. Saunders,2023
Paper-based fluorescent sensors from quinoline ligands for distance-based quantification of Zn<sup>2+</sup>,Promchat A.,Chulalongkorn University (Thailand),11,Elsevier B.V.,2023
"Candy floss spinning driven facile exfoliated PLA-clay bionanocomposites: Study of mechanical, thermal, and microstructural properties",Devi N.,Chulalongkorn University (Thailand),3,Elsevier Ltd,2023
Endothelial activation and stress index as a prognostic factor of diffuse large B-cell lymphoma: the report from the nationwide multi-center Thai Lymphoma Study Group,Thanhakun R.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,Springer Science and Business Media Deutschland GmbH,2023
"Retraction notice to “Risk-constrained stochastic power procurement of storage-based large electricity consumer” [J. Energy Storage 28 (2020) 101183] (Journal of Energy Storage (2020) 28, (S2352152X19308606), (10.1016/j.est.2019.101183))",Cao Y.,Xi'an Technological University (China),0,Elsevier Ltd,2023
A new discovery of the bioluminescent terrestrial snail genus Phuphania (Gastropoda: Dyakiidae),Pholyotha A.,Chulalongkorn University (Thailand),3,Nature Research,2023
Physical feature exploration of nanocrystalline FeSi<inf>2</inf> surface with argon plasma etching under varying power,Borwornpornmetee N.,King Mongkut's Institute of Technology Ladkrabang (Thailand),1,Elsevier Ltd,2023
"Retraction notice to “Energy management of wind-PV-storage-grid based large electricity consumer using robust optimization technique” [J. Energy Storage 27 (2020) 101054] (Journal of Energy Storage (2020) 27, (S2352152X19305225), (10.1016/j.est.2019.101054))",Yu D.,Northeast Electric Power University (China); China Electric Power Research Institute (China),0,Elsevier Ltd,2023
"Morphological, physical, thermal, and mechanical properties with the aspect ratio effects of bio loose-fill packaging from corn stalk",Thiraphattaraphun L.,Chiang Mai University (Thailand),0,Nature Research,2023
Cross-cultural translation and modification of the revised oral assessment guide for oral health assessment by non-dentists,Limpuangthip N.,Chulalongkorn University (Thailand),1,Springer Nature,2023
